from_stop_id,to_stop_id,transfer_type,min_transfer_time
StopPoint:AMILIBERN2,StopPoint:AMILIBERN4,2,240
StopPoint:AMILIBERN2,StopPoint:AMILIBERN5,2,154
StopPoint:AMILIBERN3,StopPoint:AMILIBERN1,2,135
StopPoint:AMILIBERN3,StopPoint:AMILIBERN2,2,212
StopPoint:AMILIBERN3,StopPoint:AMILIBERN4,2,134
StopPoint:AMILIBERN3,StopPoint:AMILIBERN5,2,245
StopPoint:AMILIBERN4,StopPoint:AMILIBERN1,2,142
StopPoint:AMILIBERN4,StopPoint:AMILIBERN2,2,240
StopPoint:AMILIBERN4,StopPoint:AMILIBERN3,2,134
StopPoint:AMILIBERN4,StopPoint:AMILIBERN5,2,181
StopPoint:AMILIBERN5,StopPoint:AMILIBERN1,2,123
StopPoint:AMILIBERN5,StopPoint:AMILIBERN2,2,154
StopPoint:AMILIBERN5,StopPoint:AMILIBERN3,2,245
StopPoint:AMILIBERN5,StopPoint:AMILIBERN4,2,181
StopPoint:AMILBLAN1,StopPoint:AMILBLAN2,2,74
StopPoint:AMILBLAN2,StopPoint:AMILBLAN1,2,74
StopPoint:AMILUFOUN1,StopPoint:AMILUFOUN2,2,77
StopPoint:AMILUFOUN2,StopPoint:AMILUFOUN1,2,77
StopPoint:AMILUZARN1,StopPoint:AMILUZARN2,2,118
StopPoint:AMILUZARN2,StopPoint:AMILUZARN1,2,118
StopPoint:AMILHOTO1,StopPoint:AMILHOTO2,2,100
StopPoint:AMILHOTO2,StopPoint:AMILHOTO1,2,100
StopPoint:AMIMARRE1,StopPoint:AMIMARRE2,2,118
StopPoint:AMIMARRE2,StopPoint:AMIMARRE1,2,118
StopPoint:AMIMACUL5,StopPoint:AMIMACUL6,2,41
StopPoint:AMIMACUL5,StopPoint:AMIMACULN7,2,198
StopPoint:AMIMACUL5,StopPoint:AMIMACULN5,2,0
StopPoint:AMIMACUL5,StopPoint:AMIMACULN6,2,41
StopPoint:AMIMACUL5,StopPoint:AMIMACUL8,2,168
StopPoint:AMIMACUL6,StopPoint:AMIMACUL5,2,41
StopPoint:AMIMACUL6,StopPoint:AMIMACULN7,2,163
StopPoint:AMIMACUL6,StopPoint:AMIMACULN5,2,41
StopPoint:AMIMACUL6,StopPoint:AMIMACULN6,2,0
StopPoint:AMIMACUL6,StopPoint:AMIMACUL8,2,132
StopPoint:AMIMACULN7,StopPoint:AMIMACUL5,2,198
StopPoint:AMIMACULN7,StopPoint:AMIMACUL6,2,163
StopPoint:AMIMACULN7,StopPoint:AMIMACULN5,2,198
StopPoint:AMIMACULN7,StopPoint:AMIMACULN6,2,163
StopPoint:AMIMACULN7,StopPoint:AMIMACUL8,2,31
StopPoint:AMIMACULN5,StopPoint:AMIMACUL5,2,0
StopPoint:AMIMACULN5,StopPoint:AMIMACUL6,2,41
StopPoint:AMIMACULN5,StopPoint:AMIMACULN7,2,198
StopPoint:AMIMACULN5,StopPoint:AMIMACULN6,2,41
StopPoint:AMIMACULN5,StopPoint:AMIMACUL8,2,168
StopPoint:AMIMACULN6,StopPoint:AMIMACUL5,2,41
StopPoint:AMIMACULN6,StopPoint:AMIMACUL6,2,0
StopPoint:AMIMACULN6,StopPoint:AMIMACULN7,2,163
StopPoint:AMIMACULN6,StopPoint:AMIMACULN5,2,41
StopPoint:AMIMACULN6,StopPoint:AMIMACUL8,2,132
StopPoint:AMIMACUL8,StopPoint:AMIMACUL5,2,168
StopPoint:AMIMACUL8,StopPoint:AMIMACUL6,2,132
StopPoint:AMIMACUL8,StopPoint:AMIMACULN7,2,31
StopPoint:AMIMACUL8,StopPoint:AMIMACULN5,2,168
StopPoint:AMIMACUL8,StopPoint:AMIMACULN6,2,132
StopPoint:AMIMARIV1,StopPoint:AMIMARIV2,2,140
StopPoint:AMIMARIV2,StopPoint:AMIMARIV1,2,140
StopPoint:AMIMGARD1,StopPoint:AMIMGARD2,2,65
StopPoint:AMIMGARD2,StopPoint:AMIMGARD1,2,65
StopPoint:AMISQMARN1,StopPoint:AMISQMARN2,2,83
StopPoint:AMISQMARN2,StopPoint:AMISQMARN1,2,83
StopPoint:AMIMEGAC1,StopPoint:AMIMEGAC2,2,71
StopPoint:AMIMEGAC2,StopPoint:AMIMEGAC1,2,71
StopPoint:AMIMERCEN1,StopPoint:AMIMERCEN2,2,217
StopPoint:AMIMERCEN2,StopPoint:AMIMERCEN1,2,217
StopPoint:AMIMGFLO1,StopPoint:AMIMGFLO2,2,146
StopPoint:AMIMGFLO2,StopPoint:AMIMGFLO1,2,146
StopPoint:AMIMANGE1,StopPoint:AMIMANGE2,2,11
StopPoint:AMIMANGE2,StopPoint:AMIMANGE1,2,11
StopPoint:AMIMONS1,StopPoint:AMIMONSN1,2,0
StopPoint:AMIMONS1,StopPoint:AMIMONSN2,2,136
StopPoint:AMIMONSN1,StopPoint:AMIMONS1,2,0
StopPoint:AMIMONSN1,StopPoint:AMIMONSN2,2,136
StopPoint:AMIMONSN2,StopPoint:AMIMONS1,2,136
StopPoint:AMIMONSN2,StopPoint:AMIMONSN1,2,136
StopPoint:AMILEOLAN1,StopPoint:AMILEOLAN2,2,41
StopPoint:AMILEOLAN2,StopPoint:AMILEOLAN1,2,41
StopPoint:AMIBRANLN4,StopPoint:AMIBRANLN3,2,68
StopPoint:AMIBRANLN4,StopPoint:AMIBRANLN2,2,136
StopPoint:AMIBRANLN4,StopPoint:AMIBRANLN1,2,118
StopPoint:AMIBRANLN3,StopPoint:AMIBRANLN4,2,68
StopPoint:AMIBRANLN3,StopPoint:AMIBRANLN2,2,203
StopPoint:AMIBRANLN3,StopPoint:AMIBRANLN1,2,183
StopPoint:AMIBRANLN2,StopPoint:AMIBRANLN4,2,136
StopPoint:AMIBRANLN2,StopPoint:AMIBRANLN3,2,203
StopPoint:AMIBRANLN2,StopPoint:AMIBRANLN1,2,33
StopPoint:AMIBRANLN1,StopPoint:AMIBRANLN4,2,118
StopPoint:AMIBRANLN1,StopPoint:AMIBRANLN3,2,183
StopPoint:AMIBRANLN1,StopPoint:AMIBRANLN2,2,33
StopPoint:AMIORMAIN1,StopPoint:AMIORMAIN2,2,79
StopPoint:AMIORMAIN2,StopPoint:AMIORMAIN1,2,79
StopPoint:AMIOTAGEN1,StopPoint:AMIOTAGEN2,2,53
StopPoint:AMIOTAGEN2,StopPoint:AMIOTAGEN1,2,53
StopPoint:AMIOZENF1,StopPoint:AMIOZENF2,2,14
StopPoint:AMIOZENF2,StopPoint:AMIOZENF1,2,14
StopPoint:AMIPAGES1,StopPoint:AMIPAGES2,2,59
StopPoint:AMIPAGES2,StopPoint:AMIPAGES1,2,59
StopPoint:AMIPBERN1,StopPoint:AMIPBERN2,2,117
StopPoint:AMIPBERN2,StopPoint:AMIPBERN1,2,117
StopPoint:AMIPCPIE3,StopPoint:AMIPCPIEN1,2,123
StopPoint:AMIPCPIE3,StopPoint:AMIPCPIEN2,2,182
StopPoint:AMIPCPIE3,StopPoint:AMIPCPIEN3,2,24
StopPoint:AMIPCPIEN1,StopPoint:AMIPCPIE3,2,123
StopPoint:AMIPCPIEN1,StopPoint:AMIPCPIEN2,2,129
StopPoint:AMIPCPIEN1,StopPoint:AMIPCPIEN3,2,115
StopPoint:AMIPCPIEN2,StopPoint:AMIPCPIE3,2,182
StopPoint:AMIPCPIEN2,StopPoint:AMIPCPIEN1,2,129
StopPoint:AMIPCPIEN2,StopPoint:AMIPCPIEN3,2,160
StopPoint:AMIPCPIEN3,StopPoint:AMIPCPIE3,2,24
StopPoint:AMIPCPIEN3,StopPoint:AMIPCPIEN1,2,115
StopPoint:AMIPCPIEN3,StopPoint:AMIPCPIEN2,2,160
StopPoint:AMIPCLAU1,StopPoint:AMIPCLAU2,2,108
StopPoint:AMIPCLAU2,StopPoint:AMIPCLAU1,2,108
StopPoint:AMIPELUA1,StopPoint:AMIPELUA2,2,33
StopPoint:AMIPELUA2,StopPoint:AMIPELUA1,2,33
StopPoint:AMIPICAS1,StopPoint:AMIPICAS2,2,74
StopPoint:AMIPICAS2,StopPoint:AMIPICAS1,2,74
StopPoint:AMIPICOR1,StopPoint:AMIPICOR2,2,31
StopPoint:AMIPICOR2,StopPoint:AMIPICOR1,2,31
StopPoint:AMIPINCEN1,StopPoint:AMIPINCEN2,2,59
StopPoint:AMIPINCEN2,StopPoint:AMIPINCEN1,2,59
StopPoint:AMIVIGNE2,StopPoint:AMIVIGNE3,2,35
StopPoint:AMIVIGNE3,StopPoint:AMIVIGNE2,2,35
StopPoint:AMIPINSO1,StopPoint:AMIPINSO2,2,19
StopPoint:AMIPINSO2,StopPoint:AMIPINSO1,2,19
StopPoint:AMIPAMON3,StopPoint:AMIPAMON4,2,68
StopPoint:AMIPAMON4,StopPoint:AMIPAMON3,2,68
StopPoint:AMIBARREN1,StopPoint:AMIBARREN2,2,84
StopPoint:AMIBARREN2,StopPoint:AMIBARREN1,2,84
StopPoint:AMIPNORDN2,StopPoint:AMIPNORDN1,2,23
StopPoint:AMIPNORDN2,StopPoint:AMIPNORDN3,2,92
StopPoint:AMIPNORDN2,StopPoint:AMIPNORDN4,2,90
StopPoint:AMIPNORDN1,StopPoint:AMIPNORDN2,2,23
StopPoint:AMIPNORDN1,StopPoint:AMIPNORDN3,2,112
StopPoint:AMIPNORDN1,StopPoint:AMIPNORDN4,2,105
StopPoint:AMIPNORDN3,StopPoint:AMIPNORDN2,2,92
StopPoint:AMIPNORDN3,StopPoint:AMIPNORDN1,2,112
StopPoint:AMIPNORDN3,StopPoint:AMIPNORDN4,2,34
StopPoint:AMIPNORDN4,StopPoint:AMIPNORDN2,2,90
StopPoint:AMIPNORDN4,StopPoint:AMIPNORDN1,2,105
StopPoint:AMIPNORDN4,StopPoint:AMIPNORDN3,2,34
StopPoint:AMIPOLYCN1,StopPoint:AMIPOLYCN2,2,132
StopPoint:AMIPOLYCN2,StopPoint:AMIPOLYCN1,2,132
StopPoint:AMIPOMPI2,StopPoint:AMIPOMPI3,2,162
StopPoint:AMIPOMPI3,StopPoint:AMIPOMPI2,2,162
StopPoint:AMIPAVREN1,StopPoint:AMIPAVREN2,2,73
StopPoint:AMIPAVREN2,StopPoint:AMIPAVREN1,2,73
StopPoint:AMIPROCT1,StopPoint:AMIPROCT2,2,39
StopPoint:AMIPROCT2,StopPoint:AMIPROCT1,2,39
StopPoint:AMIPLICON1,StopPoint:AMIPLICON2,2,21
StopPoint:AMIPLICON2,StopPoint:AMIPLICON1,2,21
StopPoint:AMIQUACHN1,StopPoint:AMIQUACHN2,2,41
StopPoint:AMIQUACHN2,StopPoint:AMIQUACHN1,2,41
StopPoint:AMIQUALEN1,StopPoint:AMIQUALEN2,2,30
StopPoint:AMIQUALEN2,StopPoint:AMIQUALEN1,2,30
StopPoint:AMIQUENE1,StopPoint:AMIQUENE2,2,26
StopPoint:AMIQUENE2,StopPoint:AMIQUENE1,2,26
StopPoint:AMIQTOUR1,StopPoint:AMIQTOUR2,2,68
StopPoint:AMIQTOUR2,StopPoint:AMIQTOUR1,2,68
StopPoint:AMIRAINE1,StopPoint:AMIRAINE2,2,70
StopPoint:AMIRAINE2,StopPoint:AMIRAINE1,2,70
StopPoint:AMIRGOUR1,StopPoint:AMIRGOUR2,2,112
StopPoint:AMIRGOUR2,StopPoint:AMIRGOUR1,2,112
StopPoint:AMIREMBA1,StopPoint:AMIREMBA2,2,73
StopPoint:AMIREMBA2,StopPoint:AMIREMBA1,2,73
StopPoint:AMIRSTAD1,StopPoint:AMIRSTAD2,2,15
StopPoint:AMIRSTAD2,StopPoint:AMIRSTAD1,2,15
StopPoint:AMIGUTEN1,StopPoint:AMIGUTEN2,2,68
StopPoint:AMIGUTEN2,StopPoint:AMIGUTEN1,2,68
StopPoint:AMICELUC1,StopPoint:AMICELUC2,2,18
StopPoint:AMICELUC2,StopPoint:AMICELUC1,2,18
StopPoint:AMIRDOUA1,StopPoint:AMIRDOUA2,2,36
StopPoint:AMIRDOUA2,StopPoint:AMIRDOUA1,2,36
StopPoint:AMICIMACN1,StopPoint:AMICIMACN2,2,33
StopPoint:AMICIMACN2,StopPoint:AMICIMACN1,2,33
StopPoint:AMIRORON1,StopPoint:AMIRORON2,2,39
StopPoint:AMIRORON2,StopPoint:AMIRORON1,2,39
StopPoint:AMIRONSA1,StopPoint:AMIRONSA2,2,37
StopPoint:AMIRONSA2,StopPoint:AMIRONSA1,2,37
StopPoint:AMIROTONN1,StopPoint:AMIROTONN2,2,43
StopPoint:AMIROTONN2,StopPoint:AMIROTONN1,2,43
StopPoint:AMIRROUEN1,StopPoint:AMIRROUEN2,2,77
StopPoint:AMIRROUEN2,StopPoint:AMIRROUEN1,2,77
StopPoint:AMIRTANK1,StopPoint:AMIRTANK2,2,62
StopPoint:AMIRTANK1,StopPoint:AMIRTANKN3,2,0
StopPoint:AMIRTANK1,StopPoint:AMIRTANKN4,2,173
StopPoint:AMIRTANK2,StopPoint:AMIRTANK1,2,62
StopPoint:AMIRTANK2,StopPoint:AMIRTANKN3,2,62
StopPoint:AMIRTANK2,StopPoint:AMIRTANKN4,2,147
StopPoint:AMIRTANKN3,StopPoint:AMIRTANK1,2,0
StopPoint:AMIRTANKN3,StopPoint:AMIRTANK2,2,62
StopPoint:AMIRTANKN3,StopPoint:AMIRTANKN4,2,173
StopPoint:AMIRTANKN4,StopPoint:AMIRTANK1,2,173
StopPoint:AMIRTANKN4,StopPoint:AMIRTANK2,2,147
StopPoint:AMIRTANKN4,StopPoint:AMIRTANKN3,2,173
StopPoint:AMIROYAU1,StopPoint:AMIROYAU2,2,74
StopPoint:AMIROYAU2,StopPoint:AMIROYAU1,2,74
StopPoint:AMIRAIX1,StopPoint:AMIRAIX2,2,21
StopPoint:AMIRAIX2,StopPoint:AMIRAIX1,2,21
StopPoint:AMIRALLO1,StopPoint:AMIRALLO2,2,56
StopPoint:AMIRALLO2,StopPoint:AMIRALLO1,2,56
StopPoint:AMIGRACE1,StopPoint:AMIGRACE2,2,73
StopPoint:AMIGRACE2,StopPoint:AMIGRACE1,2,73
StopPoint:AMIRAOUT1,StopPoint:AMIRAOUT2,2,23
StopPoint:AMIRAOUT2,StopPoint:AMIRAOUT1,2,23
StopPoint:AMISAGEB1,StopPoint:AMISAGEB2,2,114
StopPoint:AMISAGEB2,StopPoint:AMISAGEB1,2,114
StopPoint:AMIEXUPE2,StopPoint:AMIEXUPE1,2,66
StopPoint:AMIEXUPE1,StopPoint:AMIEXUPE2,2,66
StopPoint:AMIHONOR1,StopPoint:AMIHONOR2,2,11
StopPoint:AMIHONOR2,StopPoint:AMIHONOR1,2,11
StopPoint:AMISTJACN1,StopPoint:AMISTJACN2,2,26
StopPoint:AMISTJACN2,StopPoint:AMISTJACN1,2,26
StopPoint:AMISTJUS1,StopPoint:AMISTJUS2,2,106
StopPoint:AMISTJUS2,StopPoint:AMISTJUS1,2,106
StopPoint:AMILADRE2,StopPoint:AMILADREN1,2,58
StopPoint:AMILADREN1,StopPoint:AMILADRE2,2,58
StopPoint:AMISTQUE1,StopPoint:AMISTQUE3,2,343
StopPoint:AMISTQUE3,StopPoint:AMISTQUE1,2,343
StopPoint:AMISTSAU1,StopPoint:AMISTSAU2,2,139
StopPoint:AMISTSAU2,StopPoint:AMISTSAU1,2,139
StopPoint:AMIGROCHN3,StopPoint:AMIGROCHN4,2,44
StopPoint:AMIGROCHN3,StopPoint:AMIGROCHN1,2,147
StopPoint:AMIGROCHN3,StopPoint:AMIGROCHN2,2,173
StopPoint:AMIGROCHN3,StopPoint:AMIGROCHN6,2,219
StopPoint:AMIGROCHN3,StopPoint:AMIGROCHN5,2,315
StopPoint:AMIGROCHN4,StopPoint:AMIGROCHN3,2,44
StopPoint:AMIGROCHN4,StopPoint:AMIGROCHN1,2,190
StopPoint:AMIGROCHN4,StopPoint:AMIGROCHN2,2,216
StopPoint:AMIGROCHN4,StopPoint:AMIGROCHN6,2,221
StopPoint:AMIGROCHN4,StopPoint:AMIGROCHN5,2,317
StopPoint:AMIGROCHN1,StopPoint:AMIGROCHN3,2,147
StopPoint:AMIGROCHN1,StopPoint:AMIGROCHN4,2,190
StopPoint:AMIGROCHN1,StopPoint:AMIGROCHN2,2,27
StopPoint:AMIGROCHN1,StopPoint:AMIGROCHN6,2,260
StopPoint:AMIGROCHN1,StopPoint:AMIGROCHN5,2,337
StopPoint:AMIGROCHN2,StopPoint:AMIGROCHN3,2,173
StopPoint:AMIGROCHN2,StopPoint:AMIGROCHN4,2,216
StopPoint:AMIGROCHN2,StopPoint:AMIGROCHN1,2,27
StopPoint:AMIGROCHN2,StopPoint:AMIGROCHN6,2,268
StopPoint:AMIGROCHN2,StopPoint:AMIGROCHN5,2,339
StopPoint:AMIGROCHN6,StopPoint:AMIGROCHN3,2,219
StopPoint:AMIGROCHN6,StopPoint:AMIGROCHN4,2,221
StopPoint:AMIGROCHN6,StopPoint:AMIGROCHN1,2,260
StopPoint:AMIGROCHN6,StopPoint:AMIGROCHN2,2,268
StopPoint:AMIGROCHN6,StopPoint:AMIGROCHN5,2,97
StopPoint:AMIGROCHN5,StopPoint:AMIGROCHN3,2,315
StopPoint:AMIGROCHN5,StopPoint:AMIGROCHN4,2,317
StopPoint:AMIGROCHN5,StopPoint:AMIGROCHN1,2,337
StopPoint:AMIGROCHN5,StopPoint:AMIGROCHN2,2,339
StopPoint:AMIGROCHN5,StopPoint:AMIGROCHN6,2,97
StopPoint:AMISOBON1,StopPoint:AMISOBON2,2,186
StopPoint:AMISOBON2,StopPoint:AMISOBON1,2,186
StopPoint:AMISQLAC1,StopPoint:AMISQLAC3,2,119
StopPoint:AMISQLAC1,StopPoint:AMISQLAC6,2,154
StopPoint:AMISQLAC3,StopPoint:AMISQLAC1,2,119
StopPoint:AMISQLAC3,StopPoint:AMISQLAC6,2,136
StopPoint:AMISQLAC6,StopPoint:AMISQLAC1,2,154
StopPoint:AMISQLAC6,StopPoint:AMISQLAC3,2,136
StopPoint:AMISTANON1,StopPoint:AMISTANON2,2,52
StopPoint:AMISTANON2,StopPoint:AMISTANON1,2,52
StopPoint:AMISTENDN1,StopPoint:AMISTENDN2,2,33
StopPoint:AMISTENDN2,StopPoint:AMISTENDN1,2,33
StopPoint:AMISTRAS1,StopPoint:AMISTRAS2,2,87
StopPoint:AMISTRAS2,StopPoint:AMISTRAS1,2,87
StopPoint:AMISULLYN1,StopPoint:AMISULLYN2,2,136
StopPoint:AMISULLYN2,StopPoint:AMISULLYN1,2,136
StopPoint:AMITERRA1,StopPoint:AMITERRA2,2,44
StopPoint:AMITERRA2,StopPoint:AMITERRA1,2,44
StopPoint:AMITERRI1,StopPoint:AMITERRI2,2,28
StopPoint:AMITERRI2,StopPoint:AMITERRI1,2,28
StopPoint:AMITIVOL1,StopPoint:AMITIVOL2,2,85
StopPoint:AMITIVOL2,StopPoint:AMITIVOL1,2,85
StopPoint:AMIUPJVN1,StopPoint:AMIUPJVN2,2,63
StopPoint:AMIUPJVN2,StopPoint:AMIUPJVN1,2,63
StopPoint:AMIVALEO1,StopPoint:AMIVALEO2,2,35
StopPoint:AMIVALEO2,StopPoint:AMIVALEO1,2,35
StopPoint:AMIVAUBA1,StopPoint:AMIVAUBA2,2,62
StopPoint:AMIVAUBA2,StopPoint:AMIVAUBA1,2,62
StopPoint:AMIVERG1,StopPoint:AMIVERG2,2,80
StopPoint:AMIVERG2,StopPoint:AMIVERG1,2,80
StopPoint:AMIVMAGN1,StopPoint:AMIVMAGN2,2,122
StopPoint:AMIVMAGN2,StopPoint:AMIVMAGN1,2,122
StopPoint:AMIVIGNA1,StopPoint:AMIVIGNA2,2,28
StopPoint:AMIVIGNA2,StopPoint:AMIVIGNA1,2,28
StopPoint:AMIPVOGEN2,StopPoint:AMIPVOGEN4,2,165
StopPoint:AMIPVOGEN2,StopPoint:AMIPVOGEN3,2,157
StopPoint:AMIPVOGEN2,StopPoint:AMIPVOGEN6,2,192
StopPoint:AMIPVOGEN2,StopPoint:AMIPVOGEN5,2,189
StopPoint:AMIPVOGEN4,StopPoint:AMIPVOGEN2,2,165
StopPoint:AMIPVOGEN4,StopPoint:AMIPVOGEN3,2,160
StopPoint:AMIPVOGEN4,StopPoint:AMIPVOGEN6,2,302
StopPoint:AMIPVOGEN4,StopPoint:AMIPVOGEN5,2,309
StopPoint:AMIPVOGEN3,StopPoint:AMIPVOGEN2,2,157
StopPoint:AMIPVOGEN3,StopPoint:AMIPVOGEN4,2,160
StopPoint:AMIPVOGEN3,StopPoint:AMIPVOGEN6,2,167
StopPoint:AMIPVOGEN3,StopPoint:AMIPVOGEN5,2,181
StopPoint:AMIPVOGEN6,StopPoint:AMIPVOGEN2,2,192
StopPoint:AMIPVOGEN6,StopPoint:AMIPVOGEN4,2,302
StopPoint:AMIPVOGEN6,StopPoint:AMIPVOGEN3,2,167
StopPoint:AMIPVOGEN6,StopPoint:AMIPVOGEN5,2,21
StopPoint:AMIPVOGEN5,StopPoint:AMIPVOGEN2,2,189
StopPoint:AMIPVOGEN5,StopPoint:AMIPVOGEN4,2,309
StopPoint:AMIPVOGEN5,StopPoint:AMIPVOGEN3,2,181
StopPoint:AMIPVOGEN5,StopPoint:AMIPVOGEN6,2,21
StopPoint:AMIVOLTA1,StopPoint:AMIVOLTA2,2,62
StopPoint:AMIVOLTA2,StopPoint:AMIVOLTA1,2,62
StopPoint:AMIVOYEL1,StopPoint:AMIVOYEL2,2,143
StopPoint:AMIVOYEL2,StopPoint:AMIVOYEL1,2,143
StopPoint:AMIWABCO1,StopPoint:AMIWABCOE,2,131
StopPoint:AMIWABCOE,StopPoint:AMIWABCO1,2,131
StopPoint:AMIWALF1,StopPoint:AMIWALF2,2,124
StopPoint:AMIWALF2,StopPoint:AMIWALF1,2,124
StopPoint:AMIWASSEN1,StopPoint:AMIWASSEN2,2,92
StopPoint:AMIWASSEN2,StopPoint:AMIWASSEN1,2,92
StopPoint:AMIWATTE1,StopPoint:AMIWATTE2,2,63
StopPoint:AMIWATTE2,StopPoint:AMIWATTE1,2,63
StopPoint:AMICHMILN1,StopPoint:AMICHMILN2,2,65
StopPoint:AMICHMILN2,StopPoint:AMICHMILN1,2,65
StopPoint:AMIBOQUA1,StopPoint:AMIBOQUA2,2,48
StopPoint:AMIBOQUA2,StopPoint:AMIBOQUA1,2,48
StopPoint:AMILAPLA1,StopPoint:AMILAPLA2,2,212
StopPoint:AMILAPLA2,StopPoint:AMILAPLA1,2,212
StopPoint:AMIBLANG1,StopPoint:AMIBLANG2,2,18
StopPoint:AMIBLANG2,StopPoint:AMIBLANG1,2,18
StopPoint:AMIRUELL1,StopPoint:AMIRUELL2,2,125
StopPoint:AMIRUELL2,StopPoint:AMIRUELL1,2,125
StopPoint:AMIPBARO1,StopPoint:AMIPBARO2,2,11
StopPoint:AMIPBARO2,StopPoint:AMIPBARO1,2,11
StopPoint:AMIAVASS1,StopPoint:AMIAVASS2,2,49
StopPoint:AMIAVASS2,StopPoint:AMIAVASS1,2,49
StopPoint:AMIAMAZON1,StopPoint:AMIAMAZON2,2,52
StopPoint:AMIAMAZON2,StopPoint:AMIAMAZON1,2,52
StopPoint:AMIACOUR1,StopPoint:AMIACOUR2,2,91
StopPoint:AMIACOUR2,StopPoint:AMIACOUR1,2,91
StopPoint:AMIMBARB1,StopPoint:AMIMBARB2,2,5
StopPoint:AMIMBARB2,StopPoint:AMIMBARB1,2,5
StopPoint:AMICORBI1,StopPoint:AMICORBI2,2,80
StopPoint:AMICORBI2,StopPoint:AMICORBI1,2,80
StopPoint:AMICROILN1,StopPoint:AMICROILN2,2,56
StopPoint:AMICROILN2,StopPoint:AMICROILN1,2,56
StopPoint:AMIBDORG1,StopPoint:AMIBDORG2,2,51
StopPoint:AMIBDORG2,StopPoint:AMIBDORG1,2,51
StopPoint:AMIBGEND1,StopPoint:AMIBGEND2,2,42
StopPoint:AMIBGEND2,StopPoint:AMIBGEND1,2,42
StopPoint:AMIGLECL1,StopPoint:AMIGLECL2,2,19
StopPoint:AMIGLECL2,StopPoint:AMIGLECL1,2,19
StopPoint:AMIGEPHI1,StopPoint:AMIGEPHI2,2,25
StopPoint:AMIGEPHI2,StopPoint:AMIGEPHI1,2,25
StopPoint:AMIFOURCN1,StopPoint:AMIFOURCN2,2,130
StopPoint:AMIFOURCN2,StopPoint:AMIFOURCN1,2,130
StopPoint:AMIALLIE1,StopPoint:AMIALLIE2,2,105
StopPoint:AMIALLIE2,StopPoint:AMIALLIE1,2,105
StopPoint:AMIMBOVE1,StopPoint:AMIMBOVE2,2,56
StopPoint:AMIMBOVE2,StopPoint:AMIMBOVE1,2,56
StopPoint:AMIMLONGN1,StopPoint:AMIMLONGN2,2,90
StopPoint:AMIMLONGN2,StopPoint:AMIMLONGN1,2,90
StopPoint:AMIPHOTE1,StopPoint:AMIPHOTE2,2,53
StopPoint:AMIPHOTE2,StopPoint:AMIPHOTE1,2,53
StopPoint:AMIUCAP1,StopPoint:AMIUCAP2,2,83
StopPoint:AMIUCAP2,StopPoint:AMIUCAP1,2,83
StopPoint:AMICAGZI1,StopPoint:AMICAGZI2,2,102
StopPoint:AMICAGZI2,StopPoint:AMICAGZI1,2,102
StopPoint:AMICAGNY1,StopPoint:AMICAGNY2,2,106
StopPoint:AMICAGNY2,StopPoint:AMICAGNY1,2,106
StopPoint:AMILATAPN1,StopPoint:AMILATAPN2,2,131
StopPoint:AMILATAPN2,StopPoint:AMILATAPN1,2,131
StopPoint:AMIMTMIG1,StopPoint:AMIMTMIG2,2,180
StopPoint:AMIMTMIG2,StopPoint:AMIMTMIG1,2,180
StopPoint:AMIPCAGN1,StopPoint:AMIPCAGN2,2,163
StopPoint:AMIPCAGN1,StopPoint:AMIPCAGNN1,2,151
StopPoint:AMIPCAGN1,StopPoint:AMIPCAGNN3,2,129
StopPoint:AMIPCAGN2,StopPoint:AMIPCAGN1,2,163
StopPoint:AMIPCAGN2,StopPoint:AMIPCAGNN1,2,61
StopPoint:AMIPCAGN2,StopPoint:AMIPCAGNN3,2,101
StopPoint:AMIPCAGNN1,StopPoint:AMIPCAGN1,2,151
StopPoint:AMIPCAGNN1,StopPoint:AMIPCAGN2,2,61
StopPoint:AMIPCAGNN1,StopPoint:AMIPCAGNN3,2,45
StopPoint:AMIPCAGNN3,StopPoint:AMIPCAGN1,2,129
StopPoint:AMIPCAGNN3,StopPoint:AMIPCAGN2,2,101
StopPoint:AMIPCAGNN3,StopPoint:AMIPCAGNN1,2,45
StopPoint:AMI8MAIN1,StopPoint:AMI8MAIN2,2,30
StopPoint:AMI8MAIN2,StopPoint:AMI8MAIN1,2,30
StopPoint:AMICJOCU2,StopPoint:AMICJOCUR,2,51
StopPoint:AMICJOCUR,StopPoint:AMICJOCU2,2,51
StopPoint:AMIDCASA1,StopPoint:AMIDCASA2,2,133
StopPoint:AMIDCASA2,StopPoint:AMIDCASA1,2,133
StopPoint:AMIEBRANL1,StopPoint:AMIEBRANL2,2,73
StopPoint:AMIEBRANL2,StopPoint:AMIEBRANL1,2,73
StopPoint:AMIGAMBI1,StopPoint:AMIGAMBI2,2,32
StopPoint:AMIGAMBI2,StopPoint:AMIGAMBI1,2,32
StopPoint:AMIHBARB1,StopPoint:AMIHBARB2,2,57
StopPoint:AMIHBARB2,StopPoint:AMIHBARB1,2,57
StopPoint:AMIBLTAC1,StopPoint:AMIBLTAC2,2,19
StopPoint:AMIBLTAC2,StopPoint:AMIBLTAC1,2,19
StopPoint:AMIROSERN1,StopPoint:AMIROSERN2,2,59
StopPoint:AMIROSERN2,StopPoint:AMIROSERN1,2,59
StopPoint:AMIGMOCQN1,StopPoint:AMIGMOCQN2,2,0
StopPoint:AMIGMOCQN2,StopPoint:AMIGMOCQN1,2,0
