from_stop_id,to_stop_id,transfer_type,min_transfer_time
StopPoint:AMIVALLE1,StopPoint:AMIVALLE2,2,24
StopPoint:AMIVALLE2,StopPoint:AMIVALLE1,2,24
StopPoint:AMILMICH1,StopPoint:AMILMICH2,2,60
StopPoint:AMILMICH2,StopPoint:AMILMICH1,2,60
StopPoint:AMILUBARB1,StopPoint:AMILUBARB2,2,16
StopPoint:AMILUBARB2,StopPoint:AMILUBARB1,2,16
StopPoint:AMIMPETI1,StopPoint:AMIMPETI2,2,23
StopPoint:AMIMPETI2,StopPoint:AMIMPETI1,2,23
StopPoint:AMIPLIBE1,StopPoint:AMIPLIBE2,2,52
StopPoint:AMIPLIBE2,StopPoint:AMIPLIBE1,2,52
StopPoint:AMIPOIDEN1,StopPoint:AMIPOIDEN2,2,46
StopPoint:AMIPOIDEN2,StopPoint:AMIPOIDEN1,2,46
StopPoint:AMICLASAR,StopPoint:AMICLASA,2,340
StopPoint:AMICLASA,StopPoint:AMICLASAR,2,340
StopPoint:AMICREUS,StopPoint:AMICREUSR,2,10
StopPoint:AMICREUSR,StopPoint:AMICREUS,2,10
StopPoint:AMIDREUI1,StopPoint:AMIDREUI2,2,185
StopPoint:AMIDREUI2,StopPoint:AMIDREUI1,2,185
StopPoint:AMIDUCHE1,StopPoint:AMIDUCHE2,2,61
StopPoint:AMIDUCHE2,StopPoint:AMIDUCHE1,2,61
StopPoint:AMIVHUGO1,StopPoint:AMIVHUGO2,2,47
StopPoint:AMIVHUGO2,StopPoint:AMIVHUGO1,2,47
StopPoint:AMICCSUDN1,StopPoint:AMICCSUDN4,2,118
StopPoint:AMICCSUDN4,StopPoint:AMICCSUDN1,2,118
StopPoint:AMIIMEN1,StopPoint:AMIIMEN2,2,65
StopPoint:AMIIMEN2,StopPoint:AMIIMEN1,2,65
StopPoint:AMIRAMIE1,StopPoint:AMIRAMIE2,2,123
StopPoint:AMIRAMIE2,StopPoint:AMIRAMIE1,2,123
StopPoint:AMIESATG1,StopPoint:AMIESATG2,2,148
StopPoint:AMIESATG2,StopPoint:AMIESATG1,2,148
StopPoint:AMICNEMON1,StopPoint:AMICNEMON2,2,18
StopPoint:AMICNEMON2,StopPoint:AMICNEMON1,2,18
StopPoint:AMICCGLIN1,StopPoint:AMICCGLIN4,2,28
StopPoint:AMICCGLIN4,StopPoint:AMICCGLIN1,2,28
StopPoint:AMICLARI1,StopPoint:AMICLARI2,2,135
StopPoint:AMICLARI2,StopPoint:AMICLARI1,2,135
StopPoint:AMIETSUD1,StopPoint:AMIETSUD2,2,39
StopPoint:AMIETSUD2,StopPoint:AMIETSUD1,2,39
StopPoint:AMIGLISY1,StopPoint:AMIGLISY2,2,8
StopPoint:AMIGLISY2,StopPoint:AMIGLISY1,2,8
StopPoint:AMISTADE1,StopPoint:AMISTADE2,2,142
StopPoint:AMISTADE2,StopPoint:AMISTADE1,2,142
StopPoint:AMIAGEOR1,StopPoint:AMIAGEOR2,2,6
StopPoint:AMIAGEOR2,StopPoint:AMIAGEOR1,2,6
StopPoint:AMICATEU1,StopPoint:AMICATEU2,2,31
StopPoint:AMICATEU2,StopPoint:AMICATEU1,2,31
StopPoint:AMICHATE1,StopPoint:AMICHATE2,2,15
StopPoint:AMICHATE2,StopPoint:AMICHATE1,2,15
StopPoint:AMIHPLSU5,StopPoint:AMIHPLSU6,2,54
StopPoint:AMIHPLSU5,StopPoint:AMIHPLSUN4,2,129
StopPoint:AMIHPLSU5,StopPoint:AMIHPLSUN5,2,0
StopPoint:AMIHPLSU5,StopPoint:AMIchuam2,2,74
StopPoint:AMIHPLSU5,StopPoint:AMIHPLSUN6,2,54
StopPoint:AMIHPLSU6,StopPoint:AMIHPLSU5,2,54
StopPoint:AMIHPLSU6,StopPoint:AMIHPLSUN4,2,157
StopPoint:AMIHPLSU6,StopPoint:AMIHPLSUN5,2,54
StopPoint:AMIHPLSU6,StopPoint:AMIchuam2,2,44
StopPoint:AMIHPLSU6,StopPoint:AMIHPLSUN6,2,0
StopPoint:AMIHPLSUN4,StopPoint:AMIHPLSU5,2,129
StopPoint:AMIHPLSUN4,StopPoint:AMIHPLSU6,2,157
StopPoint:AMIHPLSUN4,StopPoint:AMIHPLSUN5,2,129
StopPoint:AMIHPLSUN4,StopPoint:AMIchuam2,2,195
StopPoint:AMIHPLSUN4,StopPoint:AMIHPLSUN6,2,157
StopPoint:AMIHPLSUN5,StopPoint:AMIHPLSU5,2,0
StopPoint:AMIHPLSUN5,StopPoint:AMIHPLSU6,2,54
StopPoint:AMIHPLSUN5,StopPoint:AMIHPLSUN4,2,129
StopPoint:AMIHPLSUN5,StopPoint:AMIchuam2,2,74
StopPoint:AMIHPLSUN5,StopPoint:AMIHPLSUN6,2,54
StopPoint:AMIchuam2,StopPoint:AMIHPLSU5,2,74
StopPoint:AMIchuam2,StopPoint:AMIHPLSU6,2,44
StopPoint:AMIchuam2,StopPoint:AMIHPLSUN4,2,195
StopPoint:AMIchuam2,StopPoint:AMIHPLSUN5,2,74
StopPoint:AMIchuam2,StopPoint:AMIHPLSUN6,2,44
StopPoint:AMIHPLSUN6,StopPoint:AMIHPLSU5,2,54
StopPoint:AMIHPLSUN6,StopPoint:AMIHPLSU6,2,0
StopPoint:AMIHPLSUN6,StopPoint:AMIHPLSUN4,2,157
StopPoint:AMIHPLSUN6,StopPoint:AMIHPLSUN5,2,54
StopPoint:AMIHPLSUN6,StopPoint:AMIchuam2,2,44
StopPoint:AMIEBEAU1,StopPoint:AMIEBEAU2,2,139
StopPoint:AMIEBEAU2,StopPoint:AMIEBEAU1,2,139
StopPoint:AMIPJEAN1,StopPoint:AMIPJEAN2,2,138
StopPoint:AMIPJEAN2,StopPoint:AMIPJEAN1,2,138
StopPoint:AMIPOMETZ,StopPoint:AMIRPMET2,2,261
StopPoint:AMIPOMETZ,StopPoint:AMIRPMET1,2,626
StopPoint:AMIRPMET2,StopPoint:AMIPOMETZ,2,262
StopPoint:AMIRPMET2,StopPoint:AMIRPMET1,2,365
StopPoint:AMIPTJEA1,StopPoint:AMIPTJEA2,2,135
StopPoint:AMIPTJEA2,StopPoint:AMIPTJEA1,2,135
StopPoint:AMIRPMET1,StopPoint:AMIPOMETZ,2,626
StopPoint:AMIRPMET1,StopPoint:AMIRPMET2,2,364
StopPoint:AMIHPLSU1,StopPoint:AMIHPLSU7,2,75
StopPoint:AMIHPLSU7,StopPoint:AMIHPLSU1,2,75
StopPoint:AMIBEAQU1,StopPoint:AMIBEAQU2,2,97
StopPoint:AMIBEAQU2,StopPoint:AMIBEAQU1,2,97
StopPoint:AMIBERCH1,StopPoint:AMIBERCH2,2,8
StopPoint:AMIBERCH2,StopPoint:AMIBERCH1,2,8
StopPoint:AMICOISY1,StopPoint:AMICOISY2,2,132
StopPoint:AMICOISY2,StopPoint:AMICOISY1,2,132
StopPoint:AMICOLAS1,StopPoint:AMICOLAS2,2,49
StopPoint:AMICOLAS2,StopPoint:AMICOLAS1,2,49
StopPoint:AMIDEBUS1,StopPoint:AMIDEBUS2,2,53
StopPoint:AMIDEBUS2,StopPoint:AMIDEBUS1,2,53
StopPoint:AMIRAMPO1,StopPoint:AMIRAMPO2,2,69
StopPoint:AMIRAMPO2,StopPoint:AMIRAMPO1,2,69
StopPoint:AMIACOLA1,StopPoint:AMIACOLA2,2,42
StopPoint:AMIACOLA2,StopPoint:AMIACOLA1,2,42
StopPoint:AMIBAUDR1,StopPoint:AMIBAUDR2,2,42
StopPoint:AMIBAUDR2,StopPoint:AMIBAUDR1,2,42
StopPoint:AMIRICOR1,StopPoint:AMIRICOR2,2,33
StopPoint:AMIRICOR2,StopPoint:AMIRICOR1,2,33
StopPoint:AMICJVER1,StopPoint:AMICJVER2,2,83
StopPoint:AMICJVER1,StopPoint:AMICJVER3,2,20
StopPoint:AMICJVER2,StopPoint:AMICJVER1,2,83
StopPoint:AMICJVER2,StopPoint:AMICJVER3,2,69
StopPoint:AMICJVER3,StopPoint:AMICJVER1,2,20
StopPoint:AMICJVER3,StopPoint:AMICJVER2,2,69
StopPoint:AMIFJOUR1,StopPoint:AMIFJOUR2,2,24
StopPoint:AMIFJOUR2,StopPoint:AMIFJOUR1,2,24
StopPoint:AMIMARRO1,StopPoint:AMIMARRO2,2,124
StopPoint:AMIMARRO2,StopPoint:AMIMARRO1,2,124
StopPoint:AMIMATIFN1,StopPoint:AMIMATIFN2,2,0
StopPoint:AMIMATIFN2,StopPoint:AMIMATIFN1,2,0
StopPoint:AMIPFORT1,StopPoint:AMIPFORT2,2,76
StopPoint:AMIPFORT2,StopPoint:AMIPFORT1,2,76
StopPoint:AMIRCASS1,StopPoint:AMIRCASS2,2,64
StopPoint:AMIRCASS2,StopPoint:AMIRCASS1,2,64
StopPoint:AMIROPE1,StopPoint:AMIROPE2,2,36
StopPoint:AMIROPE2,StopPoint:AMIROPE1,2,36
StopPoint:AMIDORGE1,StopPoint:AMIDORGE2,2,48
StopPoint:AMIDORGE2,StopPoint:AMIDORGE1,2,48
StopPoint:AMIPOMME1,StopPoint:AMIPOMME2,2,26
StopPoint:AMIPOMME2,StopPoint:AMIPOMME1,2,26
StopPoint:AMIMSAIN1,StopPoint:AMIMSAIN2,2,109
StopPoint:AMIMSAIN2,StopPoint:AMIMSAIN1,2,109
StopPoint:AMICHVAL1,StopPoint:AMICHVAL2,2,55
StopPoint:AMICHVAL2,StopPoint:AMICHVAL1,2,55
StopPoint:AMIHAMEA1,StopPoint:AMIHAMEA2,2,76
StopPoint:AMIHAMEA2,StopPoint:AMIHAMEA1,2,76
StopPoint:AMIPMANY1,StopPoint:AMIPMANY2,2,15
StopPoint:AMIPMANY2,StopPoint:AMIPMANY1,2,15
StopPoint:AMIFUSCI1,StopPoint:AMIFUSCI2,2,159
StopPoint:AMIFUSCI2,StopPoint:AMIFUSCI1,2,159
StopPoint:AMICONTY1,StopPoint:AMICONTY2,2,72
StopPoint:AMICONTY2,StopPoint:AMICONTY1,2,72
StopPoint:AMIECAUV1,StopPoint:AMIECAUV2,2,48
StopPoint:AMIECAUV2,StopPoint:AMIECAUV1,2,48
StopPoint:AMIFDUCR1,StopPoint:AMIFDUCR2,2,16
StopPoint:AMIFDUCR2,StopPoint:AMIFDUCR1,2,16
StopPoint:AMIGRENO1,StopPoint:AMIGRENO2,2,51
StopPoint:AMIGRENO2,StopPoint:AMIGRENO1,2,51
StopPoint:AMIMSALE1,StopPoint:AMIMSALE2,2,62
StopPoint:AMIMSALE2,StopPoint:AMIMSALE1,2,62
StopPoint:AMIMOUTIER1,StopPoint:AMIMOUTIER2,2,29
StopPoint:AMIMOUTIER2,StopPoint:AMIMOUTIER1,2,29
StopPoint:AMINAUGA1,StopPoint:AMINAUGA2,2,80
StopPoint:AMINAUGA2,StopPoint:AMINAUGA1,2,80
StopPoint:AMISALEN1,StopPoint:AMISALEN2,2,9
StopPoint:AMISALEN2,StopPoint:AMISALEN1,2,9
StopPoint:AMIAFRAN1,StopPoint:AMIAFRAN2,2,81
StopPoint:AMIAFRAN2,StopPoint:AMIAFRAN1,2,81
StopPoint:AMIAMALR1,StopPoint:AMIAMALR2,2,57
StopPoint:AMIAMALR2,StopPoint:AMIAMALR1,2,57
StopPoint:AMICAMPUN4,StopPoint:AMICAMPUN3,2,122
StopPoint:AMICAMPUN4,StopPoint:AMICAMPUN1,2,122
StopPoint:AMICAMPUN3,StopPoint:AMICAMPUN4,2,122
StopPoint:AMICAMPUN3,StopPoint:AMICAMPUN1,2,0
StopPoint:AMICAMPUN1,StopPoint:AMICAMPUN4,2,122
StopPoint:AMICAMPUN1,StopPoint:AMICAMPUN3,2,0
StopPoint:AMIGOLF1,StopPoint:AMIGOLF2,2,102
StopPoint:AMIGOLF2,StopPoint:AMIGOLF1,2,102
StopPoint:AMIHGREM1,StopPoint:AMIHGREM2,2,27
StopPoint:AMIHGREM2,StopPoint:AMIHGREM1,2,27
StopPoint:AMIHPSDEN4,StopPoint:AMIHPSDEN5,2,9
StopPoint:AMIHPSDEN4,StopPoint:AMIHPSDEN3,2,8
StopPoint:AMIHPSDEN5,StopPoint:AMIHPSDEN4,2,9
StopPoint:AMIHPSDEN5,StopPoint:AMIHPSDEN3,2,15
StopPoint:AMIHPSDEN3,StopPoint:AMIHPSDEN4,2,8
StopPoint:AMIHPSDEN3,StopPoint:AMIHPSDEN5,2,15
StopPoint:AMIMSALO1,StopPoint:AMIMSALO2,2,57
StopPoint:AMIMSALO2,StopPoint:AMIMSALO1,2,57
StopPoint:AMIMILLEP1,StopPoint:AMIMILLEP2,2,16
StopPoint:AMIMILLEP2,StopPoint:AMIMILLEP1,2,16
StopPoint:AMIPASTE1,StopPoint:AMIPASTE2,2,31
StopPoint:AMIPASTE2,StopPoint:AMIPASTE1,2,31
StopPoint:AMIRTHILN1,StopPoint:AMIRTHILN2,2,22
StopPoint:AMIRTHILN2,StopPoint:AMIRTHILN1,2,22
StopPoint:AMIRUNIV1,StopPoint:AMIRUNIV2,2,102
StopPoint:AMIRUNIV2,StopPoint:AMIRUNIV1,2,102
StopPoint:AMIBOIDI1,StopPoint:AMIBOIDI2,2,57
StopPoint:AMIBOIDI2,StopPoint:AMIBOIDI1,2,57
StopPoint:AMIBOULV1,StopPoint:AMIBOULV2,2,183
StopPoint:AMIBOULV2,StopPoint:AMIBOULV1,2,183
StopPoint:AMIMVERS1,StopPoint:AMIMVERS2,2,59
StopPoint:AMIMVERS2,StopPoint:AMIMVERS1,2,59
